"@title","ไทย"
,"The next set of rank-up requirements for <0> has been announced."
"#02413","What?! Our funds have dipped into the negative..."
"#02414","Good thing I buried some <pic=tpoint1>Diamond Points in the backyard for just such an emergency!"
,"Select ""Store"" from the main menu, then go to ""Exchange Diamond Points"" for some quick cash!"
"#02415","<0> cannot change jobs."
"#02416","Congrats on your <pic=star1>5 rating!"
"#02417","We hope you'll enjoy the rest of the game and leave a review!"
"#02418","Players who write a review will receive a special gift!"
"#02419","The harbor cannot be moved."
"#02420","The harbor cannot be removed."
"#02421","If you split up this partnership, the monster's <pic=fri0>Friendship level will return to 0."
"#02422","Hey, it's been a while."
,"I heard <0> was doing well. I wanted to see it for myself."
,"I have to say, I've got a good feeling about this!"
"#02423","Heheheheh... Well, whad'ya know?"
,"I never thought my turn would come, but here we are."
,"I'm all rested up and ready to give it my all."
,"And with my family all working together, there's no way we'll lose. I'll pulverize you!"
"#02424","Yowch, not again... I really thought this was our year."
,"Well, we're still not giving up! Farewell, until we meet again!"
"#02425","Hello."
,"Seems like <0> is getting more popular every day."
,"I wanted to give you this to mark the occasion."
"#02426","=#01881"
"#02427","=#01893"
"#02428","=#01883"
"#02429","=#01902"
"#02430","Spooky Forest"
"#02431","=#01887"
"#02432","=#01891"
"#02433","=#01922"
"#02434","=#01905"
"#02435","=#01896"
"#02436","=#01908"
"#02437","=#01910"
"#02438","=#01913"
"#02439","=#01933"
"#02440","=#01927"
"#02441","=#01920"
"#02442","=#01899"
"#02443","=#01889"
"#02444","=#01931"
"#02445","Grassland"
"#02446","Road"
"#02447","Vacant House"
"#02448","Stream"
"#02449","Bridge"
"#02450","Splendid House"
"#02451","=#01198"
"#02452","Basic House"
"#02453","=#01199"
"#02454","Simple House"
"#02455","=#01200"
"#02456","Arctic House"
"#02457","Magic House"
"#02458","=#01201"
"#02459","Eastern-Style House"
"#02460","Luxury House"
"#02461","Iconic Statue"
"#02462","Farmland"
"#02463","Monster Farm"
"#02464","Cart Station"
"#02465","Balloon Station"
"#02466","Blimp Station"
"#02467","Harbor"
"#02468","=#01044"
"#02469","Oak Tree"
"#02470","Canola"
"#02471","Fir Tree"
"#02472","=#01046"
"#02473","Monterey Cypress"
"#02474","Poppy Anemone"
"#02475","=#01045"
"#02476","Coffee Tree"
"#02477","Goat Tower"
"#02478","Well"
"#02479","Watermill"
"#02480","Stock"
"#02481","Sago Palm"
"#02482","=#01117"
"#02483","Tropical Parasol"
"#02484","Blue Flame"
"#02485","Hibiscus"
"#02486","Cotton Candy House"
"#02487","Chocolate Fountain"
"#02488","Christmas Tree"
"#02489","Bamboo Grove"
"#02490","Cookie Flower"
"#02491","Pumpkin Station"
"#02492","Bonfire"
"#02493","Pine Tree"
"#02494","Pagoda"
"#02495","Ghost Tree"
"#02496","Sacred Tree"
"#02497","=#00431"
"#02498","=#01071"
"#02499","Grocer"
"#02500","Toy Shop"
"#02501","Fish Market"
"#02502","Workshop"
"#02503","General Store"
"#02504","Pharmacy"
"#02505","Antique Store"
"#02506","Fortuneteller"
"#02507","Public Bath"
"#02508","Magic Shop"
"#02509","Firework Maker"
"#02510","Banana Emporium"
"#02511","Gingerbread House"
"#02512","Haunted House"
"#02513","Shady Club"
"#02514","=#00435"
"#02515","Petting Zoo"
"#02516","Circus Ground"
"#02517","Carousel"
"#02518","Ice Cream Stand"
"#02519","Cake Shop"
"#02520","Bakery"
"#02521","Dim Sum Stand"
"#02522","Donut Stand"
"#02523","Coffee Shop"
"#02524","Noodle Stall"
"#02525","Bistro"
"#02526","Juice Bar"
"#02527","Curry Restaurant"
"#02528","Creperie"
"#02529","Pizzeria"
"#02530","Stew Stall"
"#02531","Ramen Restaurant"
"#02532","Hot Pot Stall"
"#02533","Octopus Fritter Stand"
"#02534","BBQ House"
"#02535","High-Class Restaurant"
"#02536","Restaurant"
"#02537","Sushi Restaurant"
"#02538","Weapon Shop"
"#02539","Armor Shop"
"#02540","Accessory Store"
"#02541","Combat School"
"#02542","Shooting Range"
"#02543","School"
"#02544","Library"
"#02545","Magic Lab"
"#02546","Museum"
"#02547","=#01202"
"#02548","=#01203"
"#02549","=#00434"
"#02550","=#01204"
"#02551","=#01205"
"#02552","=MID(#01503,1,-1)&'2'"
"#02553","Facility"
"#02554","Services"
"#02555","Jobs"
"#02556","Items"
"#02557","Events"
"#02558","Cauldron"
"#02559","Monsters"
"#02560","Quest"
"#02561","=#02446"
"#02562","KO"
"#02563","Build <0>"
"#02564","<0> Services"
"#02565","<0>"
"#02566","=#02565"
"#02567","=#02565"
"#02568","=#02565"
"#02569","Lose"
"#02570","Hth"
"#02571","Str"
"#02572","Dex"
"#02573","Tgh"
"#02574","Sprt"
"#02575","Luck"
"#02576","HP"
"#02577","=#00649"
"#02578","Def"
"#02579","=#01428"
"#02580","=#00439"
"#02581","Armor 1"
"#02582","=MID(#02581,1,-1)&'2'"
"#02583","=#00441"
"#02584","M"
"#02585","F"
"#02586","Special"
"#02587","=#00542"
"#02588","Jane Dungeon"
"#02589","Sat."
"#02590","Work"
"#02591","Fire Magic"
"#02592","Ice Magic"
"#02593","Lightning Magic"
"#02594","Healing Magic"
"#02595","Darkness Magic"
"#02596","Attack with a fire spell. May cause Burn."
"#02597","Attack with an ice spell. May cause Freeze."
"#02598","Attack with a lightning spell. May cause Paralysis."
"#02599","Restores ally HP."
"#02600","Attack with a darkness spell. May cause Blindness."
"#02601","Contest"
"#02602","Upgrade <0>"
"#02603","Boosts Satisfaction and Work."
"#02604","Sells for a high price at shops."
"#02605","Used as a magic ingredient."
"#02606","Restores <0> HP."
"#02607","Can be exchanged for Gold."
"#02608","Teaches <0>."
"#02609","Teaches <co=0065ff><0></co>."
"#02610"," increases."
"#02611"," max value increases."
"#02612","y"
"#02613","son"
"#02614","zor"
"#02615","-Bro"
"#02616","ington"
"#02617","ina"
"#02618","et"
"#02619","ton"
"#02620","-dilly"
"#02621","o"
"#02622","ford"
"#02623","Jr."
"#02624","the Kid"
"#02625","yo"
"#02626","ston"
"#02627","sky"
"#02628","ie"
"#02629","ttie"
"#02630","tty"
"#02631","burg"
"#02632","er"
"#02633","kins"
"#02634","al"
"#02635","bot"
"#02636","ling"
"#02637","kin"
"#02638","-Sensei"
"#02639","dom"
"#02640","io"
"#02641","-dawg"
"#02642","pegs"
"#02643","Mk II"
"#02644","III"
"#02645","edge"
"#02646","ko"
"#02647","an"
"#02648","ion"
"#02649","ia"
"#02650","Friendliness"
"#02651","Income"
"#02652","Facilities"
"#02653","Houses"
"#02654","Cleared Quests"
"#02655","Popularity"
"#02656","Events Held"
"#02658","Build where?"
"#02659","Start where?"
"#02660","End where?"
"#02661","Remove what?"
"#02662","=#02659"
"#02663","=#02660"
"#02664","Move what?"
"#02665","Move where?"
"#02666","Quality"
"#02667","Appeal"
"#02668","Select a map location."
"#02669","Select a location in town."
"#02670","There is a building there."
"#02671","You can't build there."
"#02672","Removal complete."
"#02673","Construction complete."
"#02674","Path complete."
"#02675","Can only be placed on the coast."
"#02676","Rearrange"
"#02677","<0> hr"
"#02678","<0> min"
"#02679","<0> sec"
"#02680","Starting app..."
"#02681","Invalid resource ID: <0>"
"#02682","[Prev. Score]"
"#02683","Select a quest."
"#02684","Confirm"
"#02685","Challenge!"
"#02686","left"
"#02688","The Full Version has no limit on the in-game years, letting you play to your heart's content! Build a bustling town "
"#02689","Recruit warriors and mages to defeat monsters and bring peace to the kingdom!"
"#02690","After this, you will be able to visit the official game site."
"#02691","Buy Items"
"#02692","Sell Items"
"#02693","Exchange Diamond Points"
"#02694","Buy Facilities"
"#02695","G"
"#02696","Top Funds by Y<0>"
"#02697","High Score: <0>"
"#02698","You haven't set any records yet."
"#02699","pts"
"#02700","Enter support code"
"#02701","Receiving save data."
"#02702","Yes\tNo"
"#02703","Sending everything."
"#02704","Data sent. Thank you for your cooperation. Check for the latest version in the App Store."
"#02705","Error"
"#02706","Incompatible data detected."
"#02707","Overwrite system data?"
"#02708","Failed."
"#02709","File not found."
"#02710","Transfer complete."
"#02711","<br>Closing the app."
"#02712","Receiving data..."
"#02713","Build"
"#02714","=#00428"
"#02715","Manage"
"#02716","Develop"
"#02717","Trade"
"#02718","=#00859"
"#02719","Presents"
"#02720","Upgrade Town"
"#02721","Shop"
"#02722","Town Guide Contests"
"#02723","Town Details"
"#02724","World Map"
"#02725","=#01507"
"#02726","=#02652"
"#02727","Equipment"
"#02728","=#02555"
"#02729","Trait Info"
"#02730","Monsterpedia"
"#02731","Titles"
"#02732","Quit Game"
"#02733","Title Screen"
